Block,Date,Aggregated Category,Line Item,Value
UK,9/17/2019,Total Equity,Total Equity,72203.64862
UK,9/17/2019,Spot Rho: Assumed,Spot Rho: Assumed,148067.9279
UK,9/17/2019,Rho: Assumed,Rho: Assumed,150023.5016
UK,9/17/2019,Rho Basis,Rho Basis,1955.573674
UK,9/17/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,46.51928435
UK,9/17/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),4.077555711
UK,9/17/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-24480.62181
UK,9/17/2019,Total Interest rates ,Total Interest rates ,125593.4766
UK,9/17/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,15.69114601
UK,9/17/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-169.157249
UK,9/17/2019,Time,Time,-5619.584825
UK,9/17/2019,Other Cross Effects,Other Cross Effects,126.239647
UK,9/17/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-20297.93243
UK,9/17/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-122.0458432
UK,9/17/2019,Total Capital Markets Impact,Total Capital Markets Impact,171730.3357
UK,9/17/2019,Other,Other,-0.008417994
UK,9/17/2019,EOP Hedge Target Value,EOP Hedge Target Value,121798969.1
UK,9/18/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,121798969.1
UK,9/18/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/18/2019,Equity Delta,EuroStoxx,0
UK,9/18/2019,Equity Delta,S&P 500,0
UK,9/18/2019,Equity Delta,NKY INDEX,0
UK,9/18/2019,Equity Delta,FTSE 100,19.50664476
UK,9/18/2019,Equity Delta,SMI INDEX,0
UK,9/18/2019,Equity Delta,Topix Index,0
UK,9/18/2019,Capped Volatility Delta,CVF Funds,-284987.1773
UK,9/18/2019,Bond Delta,Domestic Bonds,0.002787727
UK,9/18/2019,Bond Delta,Foreign Bonds,0
UK,9/18/2019,FX Delta,FX Delta,0
UK,9/18/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,978.9726236
UK,9/18/2019,Other Gamma: Assumed,Other Gamma: Assumed,-6.57645E-08
UK,9/18/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,77.44610746
UK,9/18/2019,Total Equity,Total Equity,-283911.2491
UK,9/18/2019,Spot Rho: Assumed,Spot Rho: Assumed,4322445.585
UK,9/18/2019,Rho: Assumed,Rho: Assumed,4355376.634
UK,9/18/2019,Rho Basis,Rho Basis,32931.04893
UK,9/18/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,46933.45515
UK,9/18/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),1281.15238
UK,9/18/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),15740.83929
UK,9/18/2019,Total Interest rates ,Total Interest rates ,4419332.081
UK,9/18/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-1349.59052
UK,9/18/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-78.55534864
UK,9/18/2019,Time,Time,-11206.83387
UK,9/18/2019,Other Cross Effects,Other Cross Effects,-1125.304146
UK,9/18/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-11905.53265
UK,9/18/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-15.65148438
UK,9/18/2019,Total Capital Markets Impact,Total Capital Markets Impact,4109739.364
UK,9/18/2019,Other,Other,0.083682001
UK,9/18/2019,EOP Hedge Target Value,EOP Hedge Target Value,125908708.5
UK,9/19/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,125908708.5
UK,9/19/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/19/2019,Equity Delta,EuroStoxx,0
UK,9/19/2019,Equity Delta,S&P 500,0
UK,9/19/2019,Equity Delta,NKY INDEX,0
UK,9/19/2019,Equity Delta,FTSE 100,-130.2608325
UK,9/19/2019,Equity Delta,SMI INDEX,0
UK,9/19/2019,Equity Delta,Topix Index,0
UK,9/19/2019,Capped Volatility Delta,CVF Funds,-559425.4963
UK,9/19/2019,Bond Delta,Domestic Bonds,0.002793206
UK,9/19/2019,Bond Delta,Foreign Bonds,0
UK,9/19/2019,FX Delta,FX Delta,0
UK,9/19/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,3560.059485
UK,9/19/2019,Other Gamma: Assumed,Other Gamma: Assumed,-1.33244E-07
UK,9/19/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,327.0966681
UK,9/19/2019,Total Equity,Total Equity,-555668.5982
UK,9/19/2019,Spot Rho: Assumed,Spot Rho: Assumed,154735.945
UK,9/19/2019,Rho: Assumed,Rho: Assumed,169061.768
UK,9/19/2019,Rho Basis,Rho Basis,14325.823
UK,9/19/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,85.11878205
UK,9/19/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-30.98105009
UK,9/19/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-41855.0986
UK,9/19/2019,Total Interest rates ,Total Interest rates ,127260.8072
UK,9/19/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,73.16268523
UK,9/19/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,48.10909377
UK,9/19/2019,Time,Time,-9499.027096
UK,9/19/2019,Other Cross Effects,Other Cross Effects,182.695991
UK,9/19/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,90239.79356
UK,9/19/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-1222.55049
UK,9/19/2019,Total Capital Markets Impact,Total Capital Markets Impact,-348585.6073
UK,9/19/2019,Other,Other,0.424183011
UK,9/19/2019,EOP Hedge Target Value,EOP Hedge Target Value,125560123.3
UK,9/20/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,125560123.3
UK,9/20/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/20/2019,Equity Delta,EuroStoxx,0
UK,9/20/2019,Equity Delta,S&P 500,0
UK,9/20/2019,Equity Delta,NKY INDEX,0
UK,9/20/2019,Equity Delta,FTSE 100,35.2876022
UK,9/20/2019,Equity Delta,SMI INDEX,0
UK,9/20/2019,Equity Delta,Topix Index,0
UK,9/20/2019,Capped Volatility Delta,CVF Funds,173206.238
UK,9/20/2019,Bond Delta,Domestic Bonds,0.003477242
UK,9/20/2019,Bond Delta,Foreign Bonds,0
UK,9/20/2019,FX Delta,FX Delta,0
UK,9/20/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,346.0460163
UK,9/20/2019,Other Gamma: Assumed,Other Gamma: Assumed,8.14858E-09
UK,9/20/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-372.6811758
UK,9/20/2019,Total Equity,Total Equity,173214.8939
UK,9/20/2019,Spot Rho: Assumed,Spot Rho: Assumed,-50989.2894
UK,9/20/2019,Rho: Assumed,Rho: Assumed,-25616.70246
UK,9/20/2019,Rho Basis,Rho Basis,25372.58694
UK,9/20/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,150.3727665
UK,9/20/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),43.15049569
UK,9/20/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),82227.3641
UK,9/20/2019,Total Interest rates ,Total Interest rates ,56804.1849
UK,9/20/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-186.9003997
UK,9/20/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,10.46146366
UK,9/20/2019,Time,Time,-456.934077
UK,9/20/2019,Other Cross Effects,Other Cross Effects,-112.40271
UK,9/20/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-27431.51836
UK,9/20/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,7.559410206
UK,9/20/2019,Total Capital Markets Impact,Total Capital Markets Impact,201849.3441
UK,9/20/2019,Other,Other,-0.389566004
UK,9/20/2019,EOP Hedge Target Value,EOP Hedge Target Value,125761972.3
UK,9/23/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,125761972.3
UK,9/23/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/23/2019,Equity Delta,EuroStoxx,0
UK,9/23/2019,Equity Delta,S&P 500,0
UK,9/23/2019,Equity Delta,NKY INDEX,0
UK,9/23/2019,Equity Delta,FTSE 100,57.86132964
UK,9/23/2019,Equity Delta,SMI INDEX,0
UK,9/23/2019,Equity Delta,Topix Index,0
UK,9/23/2019,Capped Volatility Delta,CVF Funds,84875.18319
UK,9/23/2019,Bond Delta,Domestic Bonds,0.003484748
UK,9/23/2019,Bond Delta,Foreign Bonds,0
UK,9/23/2019,FX Delta,FX Delta,0
UK,9/23/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,215.2127838
UK,9/23/2019,Other Gamma: Assumed,Other Gamma: Assumed,-2.90378E-09
UK,9/23/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-87.29870214
UK,9/23/2019,Total Equity,Total Equity,85060.96209
UK,9/23/2019,Spot Rho: Assumed,Spot Rho: Assumed,4973708.877
UK,9/23/2019,Rho: Assumed,Rho: Assumed,5102277.032
UK,9/23/2019,Rho Basis,Rho Basis,128568.1542
UK,9/23/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,62958.03737
UK,9/23/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),1928.624218
UK,9/23/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-34758.89513
UK,9/23/2019,Total Interest rates ,Total Interest rates ,5132404.798
UK,9/23/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,496.0090949
UK,9/23/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,79.46788213
UK,9/23/2019,Time,Time,-27889.1588
UK,9/23/2019,Other Cross Effects,Other Cross Effects,-2516.278313
UK,9/23/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-42789.74915
UK,9/23/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-405.3416528
UK,9/23/2019,Total Capital Markets Impact,Total Capital Markets Impact,5144440.709
UK,9/23/2019,Other,Other,-0.293526992
UK,9/23/2019,EOP Hedge Target Value,EOP Hedge Target Value,130906412.7
UK,9/24/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,130706822.9
UK,9/24/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/24/2019,Equity Delta,EuroStoxx,0
UK,9/24/2019,Equity Delta,S&P 500,0
UK,9/24/2019,Equity Delta,NKY INDEX,0
UK,9/24/2019,Equity Delta,FTSE 100,107.2843302
UK,9/24/2019,Equity Delta,SMI INDEX,0
UK,9/24/2019,Equity Delta,Topix Index,0
UK,9/24/2019,Capped Volatility Delta,CVF Funds,945511.4658
UK,9/24/2019,Bond Delta,Domestic Bonds,0.003495628
UK,9/24/2019,Bond Delta,Foreign Bonds,0
UK,9/24/2019,FX Delta,FX Delta,0
UK,9/24/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,10929.17289
UK,9/24/2019,Other Gamma: Assumed,Other Gamma: Assumed,3.03615E-07
UK,9/24/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,606.0682062
UK,9/24/2019,Total Equity,Total Equity,957153.9947
UK,9/24/2019,Spot Rho: Assumed,Spot Rho: Assumed,1819099
UK,9/24/2019,Rho: Assumed,Rho: Assumed,1824953.615
UK,9/24/2019,Rho Basis,Rho Basis,5854.61465
UK,9/24/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,8016.725088
UK,9/24/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),73.39801592
UK,9/24/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),16321.65218
UK,9/24/2019,Total Interest rates ,Total Interest rates ,1849365.39
UK,9/24/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,1781.094856
UK,9/24/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-137.7014802
UK,9/24/2019,Time,Time,-9637.673599
UK,9/24/2019,Other Cross Effects,Other Cross Effects,-310.095003
UK,9/24/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-11047.02383
UK,9/24/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-318.9952379
UK,9/24/2019,Total Capital Markets Impact,Total Capital Markets Impact,2786848.99
UK,9/24/2019,Other,Other,-16.86522701
UK,9/24/2019,EOP Hedge Target Value,EOP Hedge Target Value,133493655
UK,9/25/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,133493655
UK,9/25/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/25/2019,Equity Delta,EuroStoxx,0
UK,9/25/2019,Equity Delta,S&P 500,0
UK,9/25/2019,Equity Delta,NKY INDEX,0
UK,9/25/2019,Equity Delta,FTSE 100,4.455246285
UK,9/25/2019,Equity Delta,SMI INDEX,0
UK,9/25/2019,Equity Delta,Topix Index,0
UK,9/25/2019,Capped Volatility Delta,CVF Funds,-187968.9174
UK,9/25/2019,Bond Delta,Domestic Bonds,0.003482849
UK,9/25/2019,Bond Delta,Foreign Bonds,0
UK,9/25/2019,FX Delta,FX Delta,0
UK,9/25/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,446.7211141
UK,9/25/2019,Other Gamma: Assumed,Other Gamma: Assumed,-4.67439E-09
UK,9/25/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-57.2977069
UK,9/25/2019,Total Equity,Total Equity,-187575.0353
UK,9/25/2019,Spot Rho: Assumed,Spot Rho: Assumed,-501279.3176
UK,9/25/2019,Rho: Assumed,Rho: Assumed,-504451.2661
UK,9/25/2019,Rho Basis,Rho Basis,-3171.948569
UK,9/25/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,594.1147619
UK,9/25/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),130.5007688
UK,9/25/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),40599.28939
UK,9/25/2019,Total Interest rates ,Total Interest rates ,-463127.3612
UK,9/25/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,97.11174265
UK,9/25/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-187.1679206
UK,9/25/2019,Time,Time,-6558.704039
UK,9/25/2019,Other Cross Effects,Other Cross Effects,10.295135
UK,9/25/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,2085.277739
UK,9/25/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-16.56169131
UK,9/25/2019,Total Capital Markets Impact,Total Capital Markets Impact,-655272.1455
UK,9/25/2019,Other,Other,5.287260011
UK,9/25/2019,EOP Hedge Target Value,EOP Hedge Target Value,132838388.1
UK,9/26/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,132838388.1
UK,9/26/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/26/2019,Equity Delta,EuroStoxx,0
UK,9/26/2019,Equity Delta,S&P 500,0
UK,9/26/2019,Equity Delta,NKY INDEX,0
UK,9/26/2019,Equity Delta,FTSE 100,-191.9336177
UK,9/26/2019,Equity Delta,SMI INDEX,0
UK,9/26/2019,Equity Delta,Topix Index,0
UK,9/26/2019,Capped Volatility Delta,CVF Funds,-544956.8796
UK,9/26/2019,Bond Delta,Domestic Bonds,0.003467673
UK,9/26/2019,Bond Delta,Foreign Bonds,0
UK,9/26/2019,FX Delta,FX Delta,0
UK,9/26/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,3635.250983
UK,9/26/2019,Other Gamma: Assumed,Other Gamma: Assumed,-1.31209E-07
UK,9/26/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-1064.97968
UK,9/26/2019,Total Equity,Total Equity,-542578.5384
UK,9/26/2019,Spot Rho: Assumed,Spot Rho: Assumed,1287827.793
UK,9/26/2019,Rho: Assumed,Rho: Assumed,1295346.062
UK,9/26/2019,Rho Basis,Rho Basis,7518.26857
UK,9/26/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,4069.156439
UK,9/26/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),43.85656842
UK,9/26/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-34554.22424
UK,9/26/2019,Total Interest rates ,Total Interest rates ,1264904.85
UK,9/26/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-942.5828588
UK,9/26/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-56.82930019
UK,9/26/2019,Time,Time,-7717.359932
UK,9/26/2019,Other Cross Effects,Other Cross Effects,111.310182
UK,9/26/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-12240.44793
UK,9/26/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,72.44534373
UK,9/26/2019,Total Capital Markets Impact,Total Capital Markets Impact,701552.8475
UK,9/26/2019,Other,Other,11.175394
UK,9/26/2019,EOP Hedge Target Value,EOP Hedge Target Value,133539952.1
UK,9/27/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,133539952.1
UK,9/27/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/27/2019,Equity Delta,EuroStoxx,0
UK,9/27/2019,Equity Delta,S&P 500,0
UK,9/27/2019,Equity Delta,NKY INDEX,0
UK,9/27/2019,Equity Delta,FTSE 100,-232.8539127
UK,9/27/2019,Equity Delta,SMI INDEX,0
UK,9/27/2019,Equity Delta,Topix Index,0
UK,9/27/2019,Capped Volatility Delta,CVF Funds,55267.03875
UK,9/27/2019,Bond Delta,Domestic Bonds,0.003478177
UK,9/27/2019,Bond Delta,Foreign Bonds,0
UK,9/27/2019,FX Delta,FX Delta,0
UK,9/27/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,45.67401487
UK,9/27/2019,Other Gamma: Assumed,Other Gamma: Assumed,7.41836E-08
UK,9/27/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-63.23539889
UK,9/27/2019,Total Equity,Total Equity,55016.62694
UK,9/27/2019,Spot Rho: Assumed,Spot Rho: Assumed,104634.0173
UK,9/27/2019,Rho: Assumed,Rho: Assumed,32875.22612
UK,9/27/2019,Rho Basis,Rho Basis,-71758.79116
UK,9/27/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,1861.343114
UK,9/27/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-315.4190026
UK,9/27/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-60851.9683
UK,9/27/2019,Total Interest rates ,Total Interest rates ,-26430.81806
UK,9/27/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,208.2061965
UK,9/27/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,146.1211075
UK,9/27/2019,Time,Time,-8419.147549
UK,9/27/2019,Other Cross Effects,Other Cross Effects,419.335753
UK,9/27/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-13762.53941
UK,9/27/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-58.18849953
UK,9/27/2019,Total Capital Markets Impact,Total Capital Markets Impact,7119.596468
UK,9/27/2019,Other,Other,-0.94243601
UK,9/27/2019,EOP Hedge Target Value,EOP Hedge Target Value,133547070.8
FranceMED,9/2/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,111617711.5
FranceMED,9/2/2019,BOP Hedge Target Value,PA BOP Run,254998.2587
FranceMED,9/2/2019,Equity Delta,EuroStoxx,-3471.049198
FranceMED,9/2/2019,Equity Delta,S&P 500,-441.0086193
FranceMED,9/2/2019,Equity Delta,NKY INDEX,0
FranceMED,9/2/2019,Equity Delta,FTSE 100,-5356.16403
FranceMED,9/2/2019,Equity Delta,SMI INDEX,-560.7940745
FranceMED,9/2/2019,Equity Delta,Topix Index,761.8488571
FranceMED,9/2/2019,Capped Volatility Delta,CVF Funds,250376.4391
FranceMED,9/2/2019,Bond Delta,Domestic Bonds,-2870.879898
FranceMED,9/2/2019,Bond Delta,Foreign Bonds,0
FranceMED,9/2/2019,FX Delta,FX Delta,1604.879056
FranceMED,9/2/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,326.8886186
FranceMED,9/2/2019,Other Gamma: Assumed,Other Gamma: Assumed,4.32809212
FranceMED,9/2/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-865.9713009
FranceMED,9/2/2019,Total Equity,Total Equity,239508.5166
FranceMED,9/2/2019,Spot Rho: Assumed,Spot Rho: Assumed,-410307.1496
FranceMED,9/2/2019,Rho: Assumed,Rho: Assumed,-390892.6913
FranceMED,9/2/2019,Rho Basis,Rho Basis,19414.45832
FranceMED,9/2/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,293.1392459
FranceMED,9/2/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-92.06947054
FranceMED,9/2/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-15183.8722
FranceMED,9/2/2019,Total Interest rates ,Total Interest rates ,-405875.4937
FranceMED,9/2/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,4.324518468
FranceMED,9/2/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-49.55525447
FranceMED,9/2/2019,Time,Time,9776.474908
FranceMED,9/2/2019,Other Cross Effects,Other Cross Effects,381.323524
FranceMED,9/2/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,8424.24934
FranceMED,9/2/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,18.86513721
FranceMED,9/2/2019,Total Capital Markets Impact,Total Capital Markets Impact,-147811.295
FranceMED,9/2/2019,Other,Other,-1979.524188
FranceMED,9/2/2019,EOP Hedge Target Value,EOP Hedge Target Value,111467920.7
FranceMED,9/3/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,111467920.7
FranceMED,9/3/2019,BOP Hedge Target Value,PA BOP Run,256977.7829
FranceMED,9/3/2019,Equity Delta,EuroStoxx,7071.852965
FranceMED,9/3/2019,Equity Delta,S&P 500,0
FranceMED,9/3/2019,Equity Delta,NKY INDEX,0
FranceMED,9/3/2019,Equity Delta,FTSE 100,983.6743431
FranceMED,9/3/2019,Equity Delta,SMI INDEX,1393.81498
FranceMED,9/3/2019,Equity Delta,Topix Index,-638.1146034
FranceMED,9/3/2019,Capped Volatility Delta,CVF Funds,-18088.55559
FranceMED,9/3/2019,Bond Delta,Domestic Bonds,-1374.441985
FranceMED,9/3/2019,Bond Delta,Foreign Bonds,0
FranceMED,9/3/2019,FX Delta,FX Delta,-2141.780868
